agricultrendspricechangeregression.country,agricultrendspricechangeregression.crop,agricultrendspricechangeregression.coefficient,agricultrendspricechangeregression.intercept
Iran (Islamic Republic of),Peaches and nectarines,5.230499145867718E-5,5.096896982529231E-4
France,Tangerines mandarins clementines satsumas,1.3119312749114875E-6,5.965515012775539E-5
Republic of Korea,Grapes,9.139830341174705E-7,2.442586894455916E-4
Jamaica,Plantains and others,6.703071423255959E-6,5.536162880921135E-4
Cyprus,Quinces,-3.2489468629925284E-5,1.4915053990391934E-4
Jamaica,Chillies and peppers green,6.550954898278497E-5,4.722409855159001E-4
Republic of Moldova,Maize,-1.9063097340464438E-5,1.492260128371298E-4
Turkey,Plums and sloes,-1.4652638130933462E-5,9.707516918493805E-4
Georgia,Wheat,-1.747736258325886E-7,3.236194807390596E-5
Argentina,Carrots and turnips,5.576104592098675E-5,5.091470709589012E-4
Georgia,Oranges,-1.331394424874177E-5,2.7055830441415806E-5
Vanuatu,Spices nes,0.0,0.0
Congo,Carrots and turnips,-4.634010533108484E-6,1.4034488631690246E-5
Lithuania,Lupins,-3.608609240211486E-5,8.399508823778882E-5
United States of America,Melons other inc.cantaloupes,1.1136399397295386E-5,1.02069993965859E-4
Indonesia,Rubber natural,-2.1323423807644594E-6,1.6082550677573427E-4
Turkey,Figs,2.947761286354507E-6,0.0010631915597037905
Turkey,Olives,3.6649242110504363E-4,9.611495131901948E-4
Denmark,Strawberries,-4.409141988170852E-6,3.739070630896594E-5
Honduras,Fruit citrus nes,-9.213396707528184E-7,2.667859389675046E-5
Guinea,Maize green,-2.5741863378477883E-7,1.7129167023910373E-5
Algeria,Broad beans horse beans dry,-1.785327769183093E-6,3.3176390631229924E-4
Madagascar,Pineapples,-2.4506334664740072E-5,1.8841972035047325E-4
Belarus,Cucumbers and gherkins,9.371349977240683E-6,3.3950790331359316E-4
United States of America,Pears,-6.260242331121443E-5,1.4574840059280178E-4
Romania,Rye,-2.0727924407097806E-6,4.7740840198297614E-5
Azerbaijan,Oats,4.563073655966132E-6,1.6533149302544045E-5
Chad,Mangoes mangosteens guavas,-9.845542579234481E-5,1.7079921011054551E-4
Azerbaijan,Cabbages and other brassicas,4.1526568340190083E-4,2.2673914323757875E-4
Oman,Carrots and turnips,-2.5216305073381153E-5,5.63382815512755E-5
Bangladesh,Beans dry,3.0482379347557885E-6,8.753702980247395E-5
Cuba,Coffee green,7.160755041220738E-5,1.0356730079656804E-4
Guyana,Ginger,7.029572352143475E-6,1.3663339952292697E-4
Niger,Rice paddy,-6.875209500776835E-6,5.0637212458858554E-5
Thailand,Ginger,-1.2458173925872033E-5,1.0469747527862484E-4
Barbados,Coconuts,0.0,1.1686973494428815E-5
Slovakia,Beans green,-5.075661481969445E-6,-1.9576702008657535E-6
Serbia,Wheat,-3.245706446062049E-6,2.5830734033693686E-5
Australia,Soybeans,-8.73766420433622E-5,8.848169451432946E-5
Norway,Beans green,2.636093612494166E-5,1.1276284047082525E-4
Austria,Hops,-9.920133978675754E-7,3.615452807786284E-5
Cuba,Oranges,-1.6561490505030025E-5,9.004383250688907E-5
Latvia,Flax fibre and tow,-3.6998698635749303E-7,3.78698045372973E-5
Qatar,Onions dry,-9.053604040903563E-5,1.6412170103968768E-4
Tajikistan,Cucumbers and gherkins,1.549768487620596E-7,-7.522356903108183E-6
Bolivia (Plurinational State of),Pepper piper spp.,-1.4034007246003834E-6,-8.993212153662169E-7
Ghana,Coffee green,-1.0298719130044964E-5,7.637937172654737E-4
Australia,Cow peas dry,-7.257695058601248E-6,2.45591194224854E-5
El Salvador,Sugar cane,1.0797559176970149E-5,1.5136761492592205E-4
Fiji,Rice paddy,5.6896964818372926E-5,4.47127424898805E-5
Peru,Melons other inc.cantaloupes,-1.0479281267103427E-6,5.632854810733813E-4
Mexico,Peas dry,1.306014004520006E-4,5.516825315891891E-4
Kyrgyzstan,Oats,-7.5987983553753585E-6,1.1628120936912317E-4
Canada,Kiwi fruit,-1.8663266120322624E-5,1.244870662248171E-4
Albania,Cabbages and other brassicas,1.0594576321660545E-6,6.810799063924635E-6
Thailand,Watermelons,-2.9993059283596884E-6,2.1197784765721362E-4
Honduras,Vegetables fresh nes,-9.50653084791537E-8,3.443320454282922E-5
Tunisia,Seed cotton,-2.8891340723287795E-5,4.673477350839551E-4
Slovenia,Rapeseed,1.456330463008151E-6,2.9585603099409398E-5
Peru,Figs,-4.4198057716668805E-5,2.730003089031522E-4
Belize,Roots and tubers nes,-3.196350342216469E-6,-7.622347110579902E-6
Nepal,Jute,3.438813780521598E-5,3.5511934232203366E-4
Ethiopia,Barley,4.7673189866017815E-6,1.3560945256458056E-4
Canada,Cherries,-8.679853552217789E-5,1.860000583737648E-4
Spain,Pumpkins squash and gourds,-2.448753005052921E-5,2.065245187226237E-4
Azerbaijan,Currants,1.281798554454097E-6,1.5220647952641266E-6
Peru,Tobacco unmanufactured,-4.973825718190843E-5,5.182344527827805E-4
Zimbabwe,Potatoes,-1.222248694497605E-6,-9.980972054567268E-6
China,Hops,-1.317643823673161E-6,2.9045596834084857E-5
Germany,Tobacco unmanufactured,1.0959257388497154E-5,4.86667036080831E-5
Mozambique,Potatoes,-8.29335787144108E-8,1.6340052274903036E-4
Brazil,Tangerines mandarins clementines satsumas,-2.500154881968059E-6,4.981213996514657E-5
Switzerland,Currants,-6.13370414648915E-6,1.1451788329816725E-4
Cambodia,Sesame seed,4.474395271552197E-6,2.287611347241788E-4
France,Vegetables fresh nes,5.30891998031805E-7,2.2469618171201573E-5
Belarus,Wheat,2.0027103071384767E-7,6.245381093278535E-6
Argentina,Linseed,-2.0644622437244927E-4,1.3870618628920845E-4
Nigeria,Sorghum,-1.3205198032138502E-6,8.865936714420027E-5
Canada,Lettuce and chicory,-1.03569689223818E-5,1.1468841590677554E-4
Syrian Arab Republic,Pumpkins squash and gourds,-6.055328699975451E-5,4.5244927139338124E-4
Honduras,Oil palm fruit,3.827033676664938E-5,4.4062468357169743E-4
Bangladesh,Bananas,1.937368736115591E-6,2.3433036937589938E-4
Nigeria,Vegetables fresh nes,1.3181794049961732E-5,2.874908461816213E-4
Brazil,Beans dry,-4.0858721874994196E-5,8.971254586756905E-5
New Zealand,Quinces,-2.216839637325264E-6,-3.938238376767375E-5
China,Ginger,3.556575398010072E-5,6.424122446091361E-5
Romania,Melons other inc.cantaloupes,-1.8583114310911464E-4,9.98698758562586E-4
Germany,Onions dry,-2.631063942827706E-6,1.194649834906807E-4
Portugal,Chestnut,-6.132604814474229E-5,3.845083116634196E-4
Bolivia (Plurinational State of),Peaches and nectarines,3.833871732251764E-5,4.3611428669612586E-4
Rwanda,Coffee green,2.617030696199382E-6,1.5472611179019277E-4
China,Maize,-8.64803700364787E-6,1.7929301428983537E-4
Azerbaijan,Wheat,6.404237204515326E-6,7.73917348019144E-5
Eritrea,Vetches,9.88347748867665E-6,-7.161961147460753E-6
Cyprus,Apricots,1.4695434354462341E-5,1.3341122135266358E-4
Philippines,Pulses nes,9.675692400001206E-8,1.0965784720001367E-5
Spain,Broad beans horse beans dry,-1.3499290335926219E-5,1.478717382944458E-4
Bosnia and Herzegovina,Quinces,5.15297897401167E-6,7.213212813148214E-5
Bolivia (Plurinational State of),Sunflower seed,-1.1106464557628642E-6,1.6793694928938594E-4
Nepal,Nutmeg mace and cardamoms,3.263966111601106E-6,4.932574147314033E-5
Iran (Islamic Republic of),Strawberries,-1.934591649010167E-5,1.773200667347804E-4
Slovakia,Maize,-1.6804077481645883E-5,6.713853551943775E-5
Tunisia,Chillies and peppers green,1.5143059355080945E-5,2.9044485788509516E-4
Bolivia (Plurinational State of),Cherries,4.2795772023814715E-5,4.326395476199464E-4
Mali,Watermelons,-2.7962681130805686E-6,1.7328145625968848E-5
Slovenia,Pears,-3.6492885376147894E-5,4.1098434654881426E-4
Yemen,Tobacco unmanufactured,4.460302208246243E-6,2.728045641496666E-4
New Zealand,Tomatoes,1.0810966595498698E-5,1.0020743869299905E-4
Australia,Anise badian fennel coriander,1.5817579038857112E-4,-4.89470582775493E-6
Myanmar,Bastfibres other,1.515324803513754E-4,2.629433760485422E-4
Bolivia (Plurinational State of),Tobacco unmanufactured,8.43228473018348E-5,2.991571007350346E-4
Republic of Korea,Potatoes,-5.110006521769838E-5,2.2523089995418673E-4
Colombia,Eggplants aubergines,6.008215007771386E-6,2.1263800122340182E-4
Bulgaria,Grapes,-5.9218008900801414E-6,1.0583900141604446E-4
Cuba,Groundnuts with shell,-1.908990859875962E-6,3.340521252376302E-5
Sri Lanka,Soybeans,6.93322582127E-6,1.6325997701529274E-4
Nepal,Lemons and limes,-6.123163033280672E-6,1.9939879563179807E-5
Cameroon,Sweet potatoes,7.82252700407855E-6,9.353167727557316E-5
Ukraine,Oats,9.018098569463081E-5,6.09457214347092E-6
Japan,Cabbages and other brassicas,1.4250600330160163E-5,1.2979189436977727E-4
Poland,Vetches,1.7548412113090616E-6,2.112893515713345E-4
Myanmar,Plantains and others,7.414604966674779E-6,7.406285431789008E-5
Azerbaijan,Vegetables fresh nes,7.196715108446912E-4,1.0064146883205159E-4
Portugal,Lemons and limes,3.483783445492729E-5,5.895716489719993E-4
Dominican Republic,Tobacco unmanufactured,2.9833103742426788E-6,4.7788720561230607E-4
Malaysia,Grapefruit inc. pomelos,5.679123730051374E-6,2.3369747596147548E-5
India,Peas green,4.119669109563095E-6,8.620148624745281E-5
Mali,Dates,5.820048346004722E-5,1.1627206133296817E-5
United Kingdom of Great Britain and Northern Ireland,Flax fibre and tow,2.1271346047995985E-7,-1.153192815787798E-5
Lebanon,Strawberries,-1.2395221287804814E-5,1.9563855444073905E-4
Bolivia (Plurinational State of),Maize,2.3641629530197455E-5,0.0010824743086305113
Honduras,Tobacco unmanufactured,-5.670530046198977E-5,3.916912565262356E-4
Latvia,Rye,2.9783271776086915E-5,4.8719750122238696E-5
Australia,Persimmons,3.7900932240125394E-7,2.6258486453996217E-5
Lao People's Democratic Republic,Chillies and peppers dry,-1.3586957354869642E-5,6.0150656977368874E-5
Indonesia,Beans green,4.786832683578701E-5,2.545272894535053E-4
Niger,Sugar cane,4.78472710953841E-6,5.464019165511155E-6
Denmark,Leeks other alliaceous vegetables,-2.883255272606344E-6,6.031280561254706E-6
Nicaragua,Sorghum,6.978498861620267E-6,2.5246302535285114E-4
Colombia,Cucumbers and gherkins,-9.467219141542065E-6,4.20602335915763E-4
Latvia,Pumpkins squash and gourds,-1.1360590335633253E-5,2.0815209760978378E-4
Brazil,Coconuts,4.3367979271312295E-6,1.7933204224617196E-4
Turkmenistan,Garlic,1.1569286961088722E-5,2.7735401611712034E-5
Iran (Islamic Republic of),Papayas,4.5712121364175544E-8,1.2508498664197122E-6
Nigeria,Fruit fresh nes,4.209135662627033E-6,3.08079110471068E-4
China,Mushrooms and truffles,6.110991881975592E-6,4.349662032960187E-5
Belarus,Cereals nes,1.4211539551455194E-4,1.621053412567727E-4
Ethiopia,Chillies and peppers green,-1.929967826287487E-6,-1.5970771413425574E-5
Republic of Korea,Tobacco unmanufactured,1.0963927256194974E-6,3.360145350752721E-5
Albania,Lemons and limes,1.3692761457252148E-5,-1.880389002314199E-6
Paraguay,Watermelons,2.219049728038319E-5,3.147736693389062E-4
Bolivia (Plurinational State of),Sorghum,-5.250484599330092E-5,3.6772889360602414E-4
Iran (Islamic Republic of),Grapes,-1.5285621931239066E-5,4.801538460399563E-4
Burkina Faso,Tomatoes,-5.742322260532053E-6,1.6587202289977725E-4
Guinea,Fonio,1.311208611011447E-5,1.767461825941762E-4
Nigeria,Plantains and others,2.561080500982867E-5,3.777238900433741E-4
Ukraine,Peas dry,3.3825143780025797E-6,1.678079740891266E-4
Syrian Arab Republic,Peaches and nectarines,2.986263478006449E-5,-1.1519824708141624E-5
Syrian Arab Republic,Sorghum,2.0761316832529692E-4,2.371285133852526E-4
India,Potatoes,1.2609854217553892E-5,2.1154701086667927E-4
Indonesia,Rice paddy,1.5307034356325233E-4,8.362814427469147E-5
New Zealand,Fibre crops nes,-4.21456375362421E-6,9.823378568667344E-5
Mozambique,Oilseeds nes,-6.189785164192335E-6,9.213973044415166E-5
Tunisia,Pumpkins squash and gourds,-1.8210107561737247E-5,5.435579091456286E-4
Armenia,Pulses nes,-1.288699561368078E-5,5.1521394674081804E-5
Iraq,Grapes,1.5495143074143553E-5,1.8417005248381747E-4
Suriname,Pineapples,3.6579701591515565E-4,3.808803330546856E-4
Nepal,Pigeon peas,2.407043557367249E-6,9.039118537504926E-5
Qatar,Cucumbers and gherkins,2.2261514738589408E-5,-5.239036307517406E-6
Panama,Avocados,4.375346648632173E-7,1.9935091391291122E-6
Bhutan,Oranges,-3.9979792047154254E-5,4.0611957175013447E-4
Serbia,Tomatoes,-7.472187147045421E-7,4.976325570515893E-5
Latvia,Raspberries,2.6173861053021054E-5,1.158541037090031E-4
Argentina,Pineapples,1.0928219841173534E-5,9.820671700573045E-5
Mexico,Artichokes,1.9030805281285782E-5,9.882948462646072E-4
Norway,Cauliflowers and broccoli,-5.820555780445082E-6,1.1248279030837035E-4
Egypt,Artichokes,2.7254404375843432E-5,3.5044376380852156E-4
Australia,Beans dry,-2.0684262378589992E-5,1.5440374637877335E-4
Morocco,Oranges,1.0653449687566972E-6,2.365366933784525E-4
Hungary,Sugar beet,2.3136826198642233E-5,1.633145957743314E-4
Azerbaijan,Peas dry,2.0078647637824933E-5,8.421936912897098E-5
Guyana,Coconuts,1.0778937212286977E-6,1.4373009685816429E-5
C�te d'Ivoire,Grapefruit inc. pomelos,2.2768283462696027E-5,8.479254641704052E-5
Ethiopia,Papayas,-1.1261960544547603E-5,7.449736382491495E-5
Kenya,Rice paddy,-1.0415655512104923E-5,6.600771794208234E-4
Venezuela (Bolivarian Republic of),Chillies and peppers green,6.0796480385824454E-5,6.910725137308535E-4
Lebanon,Oranges,2.0471668463892723E-5,2.0046550686706003E-4
Myanmar,Fruit fresh nes,-2.975157295539408E-7,2.803668667838774E-4
Panama,Vegetables fresh nes,-2.779803741908964E-5,1.9019705686241793E-4
Sierra Leone,Sweet potatoes,2.769868563807786E-6,5.53955275066667E-5
Colombia,Tomatoes,7.02004808632332E-6,3.43348899000423E-4
India,Castor oil seed,2.859815636626349E-5,1.4684763070786026E-4
Jamaica,Coconuts,-1.1882440922308981E-5,3.788621660016902E-4
Bhutan,Millet,-2.1790999697113148E-6,-2.4458779038335952E-5
Bolivia (Plurinational State of),Plantains and others,3.899341027314265E-5,2.754312269979664E-4
Hungary,Millet,4.524363411218259E-6,1.6991241339352783E-4
Kenya,Tobacco unmanufactured,5.1326637860046476E-5,1.232546520468857E-4
Iran (Islamic Republic of),Anise badian fennel coriander,-9.17140499007367E-6,1.5868857715722767E-4
Botswana,Millet,-4.493575526234447E-6,2.044088432314257E-5
China,Taro cocoyam,-1.5534272037187031E-6,-8.932804701306825E-6
Mexico,Plums and sloes,-4.2540099250678676E-5,5.340413442799942E-4
Maldives,Mangoes mangosteens guavas,5.678105646676236E-7,5.6778926698401236E-6
Togo,Cocoa beans,-7.36798492353312E-5,2.999822164646877E-4
Uruguay,Sweet potatoes,-1.0162430207226278E-5,1.3810742118560476E-4
El Salvador,Lemons and limes,7.023901801134054E-5,4.564517672503992E-4
Denmark,Lettuce and chicory,4.8825308255151826E-5,2.0386431532280194E-4
Greece,Avocados,-1.086036290331248E-5,1.7862717199821883E-4
Ghana,Eggplants aubergines,1.415567457683816E-5,1.6737459378102912E-4
Pakistan,Bananas,6.429752659835012E-5,0.001266091793490896
Tunisia,Lentils,4.211836967760589E-6,1.0772022428809639E-4
Chile,Barley,-7.357848200221941E-5,6.310046932367871E-4
Philippines,Peas green,6.226757966192634E-7,9.698155040886878E-5
Italy,Grapes,-4.552950630557773E-6,1.7710378208194577E-4
North Macedonia,Tomatoes,4.908551284267458E-7,2.40887483888921E-5
Greece,Tobacco unmanufactured,5.2195960663878387E-5,5.842852635819814E-4
Myanmar,Millet,-9.402109341173326E-5,2.0006289172950058E-4
Austria,Rye,-9.749696610282585E-6,7.352439607249153E-5
Austria,Triticale,1.4388643516353806E-5,6.829460582498404E-5
Azerbaijan,Eggplants aubergines,3.324274592356904E-5,1.9958833907172269E-4
Lao People's Democratic Republic,Nutmeg mace and cardamoms,2.921620187121093E-4,7.262280249088196E-4
Peru,Coffee green,-2.4411738014906923E-6,1.1508595370766723E-4
Republic of Korea,Buckwheat,1.69281079548009E-6,2.176105965226521E-6
Portugal,Fruit stone nes,6.676122181263174E-6,1.9061999881758387E-4
Bhutan,Chillies and peppers green,1.6599886138627125E-5,4.83792679612988E-5
Israel,Persimmons,-2.4743607466512958E-5,2.498837708487486E-4
Bolivia (Plurinational State of),Beans green,9.59308659097643E-6,1.0664756642194796E-4
Indonesia,Spinach,1.872544343165087E-6,6.97512020111133E-5
Rwanda,Cassava,2.0478382645564325E-6,1.318472709648729E-4
Chad,Potatoes,3.667078143663952E-7,1.4016933921858425E-5
Egypt,Broad beans horse beans dry,1.2750102187625536E-4,2.810581606837155E-4
Trinidad and Tobago,Cabbages and other brassicas,1.1586289022851158E-5,2.654789241213929E-4
Latvia,Garlic,-5.104152024891784E-5,1.7331830836746288E-4
Germany,Rapeseed,-1.034304668999331E-5,3.0439889178905427E-5
Ecuador,Tomatoes,-7.511436173662399E-6,5.606257649084067E-4
Croatia,Vegetables fresh nes,1.4413380679096006E-5,9.422801611990861E-5
Botswana,Groundnuts with shell,8.948097817778037E-7,1.9940587581655526E-4
Greece,Spinach,-7.729154300993998E-6,1.0375479887964769E-4
Slovakia,Triticale,-3.5768914817656296E-6,1.4358650534380681E-5
Slovenia,Barley,-1.2052550980840633E-5,3.936925534349386E-5
India,Sweet potatoes,-7.056682973861147E-5,5.745685637578749E-4
Netherlands,Vegetables leguminous nes,-3.389879961912788E-5,2.0763448766363118E-4
Cyprus,Eggplants aubergines,-7.837280651479456E-6,1.1985607938408214E-4
Afghanistan,Seed cotton,-3.463831394364022E-5,1.9553927889223908E-4
Malawi,Wheat,-4.011624823884831E-6,2.026175561045384E-4
Honduras,Cabbages and other brassicas,3.370008604045254E-5,2.1496887765947188E-4
El Salvador,Mangoes mangosteens guavas,3.012750777284307E-5,2.6172824145084394E-4
Philippines,Cow peas dry,4.892100576209188E-6,2.707770927999524E-4
Bhutan,Areca nuts,-6.245673678419145E-6,2.244592606535439E-4
Cambodia,Groundnuts with shell,-5.011260665190175E-6,2.7907593901728878E-6
Saint Lucia,Tomatoes,7.673406896038534E-7,2.5162878736539665E-6
Peru,Peaches and nectarines,1.686928447328432E-5,3.4424962470071073E-4
Brazil,Tomatoes,2.219141121952004E-5,2.3950406501048468E-4
Canada,Soybeans,8.340216920077297E-6,1.6619997260213602E-4
Jordan,Tomatoes,-1.660004900119447E-5,2.1879087945657875E-4
Tunisia,Grapefruit inc. pomelos,-6.70349660389517E-5,3.388717573310196E-4
Argentina,Hops,5.369466538735862E-5,2.4134433935572773E-4
Nepal,Coffee green,9.542045580805276E-7,2.4018995820857665E-5
Nepal,Tobacco unmanufactured,-6.511354965804022E-5,5.283388974212531E-4
Bhutan,Ginger,2.233343683444954E-5,2.5506352188197777E-4
Iraq,Melons other inc.cantaloupes,-6.641043055205708E-6,4.5685872330010805E-5
Syrian Arab Republic,Peas dry,-1.1740094243915483E-5,2.2711479928532152E-4
Uruguay,Beans green,-2.4516853817307072E-5,9.792939578787796E-4
Malta,Grapefruit inc. pomelos,-3.0929856552278215E-4,3.937876778070795E-4
Hungary,Vetches,-6.373248610205297E-6,1.8425862746089826E-4
Japan,Tomatoes,-6.641971605246004E-5,5.50147699794778E-4
Philippines,Cabbages and other brassicas,6.2398318519497175E-6,6.69627259016458E-5
Fiji,Maize,2.6383281568930577E-5,2.0936260964412256E-4
Latvia,Linseed,-2.512713737588149E-4,1.0936836688276919E-4
South Africa,Bastfibres other,-1.2843134504596663E-7,1.2556218068705455E-4
France,Sorghum,8.594529692385574E-7,4.6688430343243094E-5
Malta,Oranges,-1.5720199181278513E-7,7.288159918411499E-5
Brunei Darussalam,Bananas,3.4978373459836035E-6,-2.257707020331513E-6
Tajikistan,Tomatoes,4.723366782151861E-6,6.381429316616571E-5
Sri Lanka,Sorghum,-1.2668764575807554E-4,3.3918907158236324E-4
Cuba,Yams,1.1610263696976806E-4,2.481677767146308E-4
Philippines,Onions dry,-5.592244282174337E-5,5.444701976706721E-4
Spain,Nuts nes,9.644021544151382E-6,1.1606986940099994E-4
North Macedonia,Barley,-2.2211260149147028E-7,4.108086545278384E-4
Austria,Wheat,-1.6703242401315873E-5,6.391048048124141E-5
Chile,Oats,-2.8845581686452365E-5,7.11706778085718E-4
Turkey,Pulses nes,8.828524848677344E-6,4.2743842671876003E-4
Slovakia,Cabbages and other brassicas,-4.576793644551147E-5,2.2550417998047555E-4
Sri Lanka,Cashew nuts with shell,9.772541258436349E-5,2.71911104430565E-4
Switzerland,Cabbages and other brassicas,-5.04640126859097E-6,3.3185665349319955E-4
Mexico,Berries nes,-2.6876496008798075E-4,1.5068144846672977E-4
Afghanistan,Grapes,1.5197269364538173E-6,3.7353330535196855E-5
Morocco,Pulses nes,7.959249587907602E-5,1.1594139372347789E-4
Romania,Peaches and nectarines,9.517314008222485E-5,7.003175023421732E-4
Sri Lanka,Chillies and peppers green,5.940504525901384E-6,3.2973482614429673E-4
Japan,Fruit citrus nes,-2.7599098714725994E-6,1.8823332361341463E-4
Yemen,Dates,2.8311044719746695E-6,2.085681514356218E-4
Ghana,Tomatoes,1.4093538332386412E-4,8.450781868781103E-4
Australia,Papayas,-5.301828010417831E-5,1.7087830301163882E-4
Paraguay,Coffee green,-1.3431006018490005E-5,3.916572377331607E-4
Bangladesh,Garlic,-1.2476983679326823E-5,6.979023187200695E-5
Israel,Peas green,-3.068338329751373E-6,6.89870886864554E-5
United States of America,Lentils,5.457362224547797E-7,2.718503734992853E-6
El Salvador,Plantains and others,-2.145756172820391E-5,1.3298978517405527E-4
Zimbabwe,Soybeans,1.4040631861554476E-5,5.713623877099124E-4
Colombia,Cocoa beans,7.530340379500868E-6,3.7395470313635916E-4
Poland,Pears,-8.616728504243412E-5,3.794224208978993E-4
Portugal,Sunflower seed,5.234621158560711E-5,3.266269888940346E-4
Lebanon,Pumpkins squash and gourds,2.2501421571655426E-6,2.0084635953623273E-4
Rwanda,Plantains and others,2.811553571754238E-6,1.2788593739380982E-4
Myanmar,Garlic,-2.938888081448311E-5,2.4256451138206516E-4
United States of America,Artichokes,-5.5454641042584635E-6,1.1235831503357812E-4
Bangladesh,Lentils,1.5899895362986747E-5,3.347341223975106E-4
Spain,Grapefruit inc. pomelos,3.832896113662379E-5,1.2931202328113128E-4
Bolivia (Plurinational State of),Plums and sloes,7.811075881272759E-5,4.5085284890363604E-4
Nigeria,Coffee green,1.526974860147326E-5,1.2965005961395156E-4
Trinidad and Tobago,Maize,1.7141626203030423E-5,1.7229060513999597E-4
Armenia,Cucumbers and gherkins,-8.09032050373263E-5,2.2582112402546792E-4
Colombia,Papayas,1.2188596180529607E-6,2.8725081631858474E-4
Republic of Korea,Carrots and turnips,1.0668388504038456E-4,3.8594367854551814E-4
Jordan,Garlic,1.4761731972076795E-5,6.172167949251855E-5
Cyprus,Sesame seed,2.1464890630460444E-5,4.044705129290696E-4
China,Sesame seed,4.706467098136164E-6,1.5226720288618014E-4
Mozambique,Cassava,8.813168653325845E-6,3.2535411226888324E-4
Rwanda,Tea,7.56603790683869E-6,1.0384933768899421E-4
Georgia,Buckwheat,4.0742695414471084E-4,1.6892823232887347E-4
Mauritius,Taro cocoyam,-2.7632698101270234E-5,3.3906710574575614E-4
Australia,Maize,-4.5284283578940924E-5,8.193348142981758E-5
Republic of Korea,Soybeans,2.336331802784051E-6,2.956156318694364E-4
Viet Nam,Sweet potatoes,5.256832582412358E-6,2.920493330779685E-4
Venezuela (Bolivarian Republic of),Pumpkins squash and gourds,-7.543179529856897E-6,1.806875640622136E-4
Thailand,Onions dry,-1.0342242873125284E-4,3.06206958108902E-4
Netherlands,Anise badian fennel coriander,-3.046557714597149E-6,3.219133944116712E-5
Malawi,Fruit citrus nes,-1.145265991420961E-5,9.782496798823119E-5
Algeria,Grapefruit inc. pomelos,3.886776794558274E-6,5.8104603403938595E-5
Netherlands,Plums and sloes,3.460269818308509E-6,1.1098717994824339E-4
Slovenia,Cauliflowers and broccoli,2.317818643733882E-6,-2.040959841542391E-5
China,Persimmons,-4.707730188552238E-6,1.4090910252030847E-4
Mali,Vegetables fresh nes,1.0527519203049695E-5,1.1152951661266143E-4
Israel,Pears,-7.618539798621385E-5,9.392826915135804E-4
Suriname,Cabbages and other brassicas,4.676032625437397E-5,3.900209853620733E-4
Pakistan,Barley,2.0651637282038155E-5,2.7264061714375726E-4
Mali,Maize,-1.4704788892295736E-6,1.9071684968197884E-4
Poland,Cherries,9.492679189549371E-5,2.6879135370752E-4
Switzerland,Gooseberries,2.005170726962786E-5,4.412437935752626E-4
Austria,Grapes,-1.2392677731204147E-6,6.84710174071322E-6
Mozambique,Tomatoes,-5.05443811629889E-6,2.689990456510885E-4
Spain,Tangerines mandarins clementines satsumas,-1.3686539543628011E-6,2.441618188167301E-4
Iran (Islamic Republic of),Carrots and turnips,-8.99295770589011E-6,1.7487458364524899E-4
Cambodia,Seed cotton,4.7525279084478245E-6,1.0521134931410593E-4
Jamaica,Broad beans horse beans dry,1.8974716613143075E-5,4.1226087099506824E-4
Ecuador,Onions shallots green,-5.042545695946303E-6,7.956172574455848E-4
Jordan,Quinces,2.8825515758700666E-4,2.522840579150444E-4
Malta,Beans dry,-1.8140444400314727E-5,7.864487442596293E-5
Mali,Grapefruit inc. pomelos,0.0,0.0
France,Grapefruit inc. pomelos,-3.552460609909137E-5,7.745445558346389E-5
Myanmar,Mustard seed,1.0838210683043492E-5,1.1130930150693484E-5
Barbados,Fruit fresh nes,3.1465132780440884E-7,1.887907966826453E-6
Sri Lanka,Nutmeg mace and cardamoms,5.314486646159992E-6,1.2324847150073614E-4
Rwanda,Vegetables fresh nes,5.470483680641482E-7,3.836060039668527E-5
Dominican Republic,Tomatoes,6.441339531435473E-5,2.123472009839388E-4
Kenya,Castor oil seed,2.5688694048225737E-6,1.0519288841203753E-4
Benin,Taro cocoyam,-3.627085614389163E-6,8.413140979550744E-6
Bolivia (Plurinational State of),Avocados,6.80445555446303E-5,5.501638765796746E-4
Albania,Maize,-3.245291692784798E-6,5.8105344405490984E-5
Rwanda,Tomatoes,2.8312310229941887E-5,4.1511423495926386E-5
Ireland,Lettuce and chicory,-3.7822629508401354E-6,1.3850261782486923E-5
New Zealand,Plums and sloes,1.1510560941762911E-6,6.267801767764918E-5
C�te d'Ivoire,Kola nuts,-5.308750110084718E-6,2.122024591424409E-4
Austria,Asparagus,-4.205507477018509E-6,2.198837315939951E-4
Canada,Raspberries,-1.0166112555638496E-5,1.6773112762345286E-4
United States of America,Groundnuts with shell,3.4311322052338653E-6,1.4746750214323428E-4
Panama,Melons other inc.cantaloupes,-8.358726752310013E-6,-3.6117880434527893E-6
Syrian Arab Republic,Lentils,3.0935350693261747E-4,4.2711204269644404E-4
Nepal,Walnuts with shell,1.122547600171323E-6,2.3337645482371624E-5
Paraguay,Castor oil seed,2.3390638842466935E-5,4.3204394161624614E-4
Cabo Verde,Maize,4.805205190617115E-5,6.226905617655082E-5
Cyprus,Kiwi fruit,2.354622640264307E-6,3.7687880253323364E-5
Bulgaria,Maize,1.0587179867469166E-5,1.0666243489450533E-4
France,Potatoes,-2.583771685178525E-5,0.0010865770153196954
Ethiopia,Lentils,4.520284369409613E-5,1.2793654882191076E-4
Germany,Currants,-3.839457166303671E-6,1.1520930793195421E-4
Dominican Republic,Seed cotton,-7.414284866250746E-6,1.0961738463112913E-4
